IMDB_id	Freebase_id	budget	prod_country
tt0090859	/m/01771z	25000000.0	US
tt0257568	/m/0177cx		US
tt0080437	/m/0177rv	4500000.0	US
tt0298203	/m/017d93	41000000.0	US
tt0120737	/m/017gl1	93000000.0	NZ
tt0167261	/m/017gm7	79000000.0	NZ
tt0167260	/m/017jd9	94000000.0	NZ
tt0067992	/m/017kz7	3000000.0	US
tt0083658	/m/017n9	28000000.0	US
tt0099892	/m/017yj_	25000000.0	US
tt0209144	/m/017z49	9000000.0	US
tt0298228	/m/017zss	8000000.0	DE
tt0021148	/m/0183x1		US
tt0024353	/m/018448		US
tt0026893	/m/0184b7		US
tt0091369	/m/0184tc	25000000.0	US
tt0097257	/m/018_s9	10000000.0	US
tt0071230	/m/018f8	2600000.0	US
tt0079367	/m/018f9n	4000000.0	US
tt0219822	/m/018fct	6000000.0	
	/m/018gq3		
	/m/018gvp		
tt0092099	/m/018js4	15000000.0	US
tt0057115	/m/018rvr	4000000.0	US
tt0119051	/m/018tmf		US
tt0133189	/m/01915h		
tt0090756	/m/0191n	6000000.0	US
tt0103767	/m/0192hw	4000000.0	US
tt0038499	/m/019305	6000000.0	US
tt0039840	/m/019397		
tt0280778	/m/0194zl	5500000.0	US
tt0118845	/m/0198b6	125000.0	HK
tt0127357	/m/019_tg		HK
tt0075005	/m/019k65	2800000.0	US
	/m/019kyn		
tt0043465	/m/019l5l		US
tt0043350	/m/019l6s		
tt0044509	/m/019l7j		US
tt0045205	/m/019l8m		US
tt0045186	/m/019l8z		
tt0045333	/m/019lbx		US
	/m/019nsz		
tt0046000	/m/019nwm		US
tt0046085	/m/019nwz		US
tt0046094	/m/019nxr	400000.0	US
tt0081060	/m/019p99		US
tt0217505	/m/019vhk	100000000.0	US
tt0120787	/m/019wds	60000000.0	US
tt0114787	/m/019z8l	14000000.0	RS
tt0320661	/m/01_0f7	130000000.0	US
tt0112864	/m/01_1hw	90000000.0	US
	/m/01_1pv		
tt0105151	/m/01_456	8000000.0	
	/m/01_4h2		
tt0289992	/m/01_8y6	50000000.0	DE
tt0256380	/m/01__75	40000000.0	US
tt0274309	/m/01_bnz		US
tt0250202	/m/01_l0g		US
	/m/01_mdl		
tt0110598	/m/01_p7z	3000000.0	FR
tt0086355	/m/01_rzb		US
tt0095107	/m/01_v4b	6000000.0	
tt0075222	/m/01_wqb	4400000.0	
tt0120828	/m/01_wsl	70000000.0	US
tt0048191	/m/01b12x		US
tt0048673	/m/01b137		US
tt0048210	/m/01b149		US
tt0048973	/m/01b18c		US
tt0119978	/m/01b195	40000000.0	US
tt0120188	/m/01bb9r	75000000.0	US
tt0051077	/m/01bj7c	965000.0	US
	/m/01bj82		
tt0051758	/m/01bj93		US
tt0053622	/m/01bjcb		
tt0300471	/m/01bl7g	50000000.0	US
	/m/01bn3l		
tt0335345	/m/01br2w	30000000.0	US
tt0245574	/m/01brqv	5000000.0	
tt0067800	/m/01bwgr	2200000.0	
	/m/01c22t		
tt0072684	/m/01c9d	11000000.0	
tt0085894	/m/01cb7r	10100000.0	US
tt0103893	/m/01cbx	7000000.0	US
tt0268126	/m/01chpn	19000000.0	US
tt0109445	/m/01chyt	27575.0	US
	/m/01cm8w		
tt0299658	/m/01cmp9	45000000.0	US
tt0120032	/m/01cms4	20000000.0	US
tt0117509	/m/01cssf	14500000.0	US
	/m/01cwjw		
tt0120201	/m/01cycq	105000000.0	US
tt0125439	/m/01cz7r	42000000.0	US
tt0106332	/m/01d1_s		CN
tt0116922	/m/01d259	15000000.0	FR
	/m/01d2v1		
tt0085959	/m/01d4dr	9000000.0	US
tt0114369	/m/01dc0c	33000000.0	US
	/m/01dc46		
tt0088170	/m/01dc8g	18000000.0	US
tt0110638	/m/01dh6f	31000000.0	
tt0107843	/m/01dr_t		US
tt0120735	/m/01dvbd	1350000.0	US
tt0298814	/m/01dvbt	60000000.0	US
tt0057263	/m/01dvps	8500000.0	US
tt0302674	/m/01dw49	3500000.0	CH
tt0108255	/m/01dybc	48000000.0	US
tt0242653	/m/01dyvs	150000000.0	US
tt0046564	/m/01f2j7		US
tt0108174	/m/01f50k	20000000.0	US
tt0060453	/m/01f66n		US
tt0082970	/m/01f69m		US
tt0184894	/m/01f6x7	55000000.0	US
	/m/01f73r		
tt0189998	/m/01f7b2	8000000.0	GB
tt0103644	/m/01f7g_	50000000.0	US
tt0118583	/m/01f7gh	70000000.0	US
	/m/01f7jt		
	/m/01f7kl		
tt0118694	/m/01f85k	150000.0	HK
tt0191397	/m/01f86c	50000000.0	US
tt0212712	/m/01f8f7	12000000.0	FR
tt0109424	/m/01f8gz	160000.0	HK
tt0090605	/m/01f8hf	18500000.0	US
tt0245803	/m/01fccs	52000000.0	US
tt0061138	/m/01fd7j		FR
tt0120802	/m/01ffx4	18000000.0	US
tt0264464	/m/01flv_	52000000.0	
tt0099785	/m/01fmys	18000000.0	US
tt0065088	/m/01fwzk		US
tt0065037	/m/01fx0w		US
tt0159421	/m/01fx16		US
tt0066319	/m/01fx6y		US
	/m/01fxc3		
	/m/01fxw4		
tt0043325	/m/01g0w1		
tt0195714	/m/01g3gq	23000000.0	US
tt0087957	/m/01g_km	7200000.0	US
tt0101026	/m/01gbd4		ES
tt0112573	/m/01gc7	72000000.0	GB
tt0146838	/m/01gglm	55000000.0	US
tt0119115	/m/01ggr0	25000000.0	US
tt0265666	/m/01gkp1	21000000.0	US
tt0067309	/m/01gm5j	2500000.0	US
tt0086637	/m/01gp1v		US
tt0284837	/m/01gq0s	7000000.0	US
tt0068828	/m/01gvpz		US
tt0070903	/m/01gvsn		US
tt0071115	/m/01gvts	1800000.0	US
tt0071334	/m/01gvwd		US
tt0215545	/m/01gwbq		US
tt0181852	/m/01gwk3	200000000.0	US
tt0108160	/m/01gzln	21000000.0	US
tt0114924	/m/01gzmk	17000000.0	US
tt0117918	/m/01h0_h	45000000.0	US
tt0257360	/m/01h18v	30000000.0	US
tt0097027	/m/01h1cp	22500000.0	US
tt0209077	/m/01h1zp	1300000.0	FR
tt0302640	/m/01h3y_		US
tt0325710	/m/01h7bb	140000000.0	US
tt0095705	/m/01h7n7	12000000.0	US
tt0278435	/m/01hbdd	38000000.0	US
tt0099365	/m/01hdzl3	16000000.0	US
tt0093773	/m/01hjmb	15000000.0	US
tt0088944	/m/01hjmv	10000000.0	US
tt0119215	/m/01hjwf	8500000.0	US
tt0256415	/m/01hp2y	30000000.0	US
	/m/01hp5		
tt0103776	/m/01hq1	80000000.0	US
tt0175880	/m/01hqhm	37000000.0	US
tt0118688	/m/01hqk	125000000.0	US
tt0112462	/m/01hr1	100000000.0	US
tt0120382	/m/01hv3t	60000000.0	US
tt0158983	/m/01hvjx	21000000.0	US
tt0096446	/m/01hw5kk	35000000.0	US
tt0050659	/m/01hz1gx		US
tt0363589	/m/01j1rb	3000000.0	
tt0238380	/m/01j2ff	20000000.0	US
tt0114857	/m/01j3gd	30000000.0	US
tt0117477	/m/01j3xp	3000000.0	FR
tt0115956	/m/01j5ql	46000000.0	US
tt0093409	/m/01j65x	15000000.0	US
tt0260866	/m/01j8wk	50000000.0	US
tt0274812	/m/01j9d0	4000000.0	
tt0090305	/m/01j_lt	7500000.0	US
tt0113749	/m/01jc1h	6000000.0	US
tt0068327	/m/01jc6q	6000000.0	
tt0087884	/m/01jf9c	1746964.0	US
tt0315327	/m/01jft4	80000000.0	US
	/m/01jjb4		
tt0118571	/m/01jmyj	85000000.0	
tt0118747	/m/01jnc_	28000000.0	US
tt0048728	/m/01jntj	2500000.0	US
tt0065112	/m/01jr4j	4000000.0	US
	/m/01jrbb		
tt0115685	/m/01jrbv	31000000.0	US
tt0134154	/m/01jvb5	35000000.0	US
tt0077742	/m/01jw37	10000000.0	US
tt0079948	/m/01jw56		US
tt0079826	/m/01jw67	9250000.0	US
tt0081375	/m/01jw6z	15000000.0	US
tt0082853	/m/01jw83		US
tt0064072	/m/01jwxx	12000000.0	US
tt0317303	/m/01jz08	60000000.0	US
tt0243133	/m/01jzyf	20000000.0	US
tt0252866	/m/01k0vq	30000000.0	US
tt0328828	/m/01k0xy	55000000.0	US
tt0145660	/m/01k1k4	33000000.0	US
tt0085859	/m/01k40w		GB
tt0084434	/m/01k5_0	7500000.0	US
tt0084865	/m/01k5y0	15000000.0	US
tt0083967	/m/01k5yv		GB
tt0085636	/m/01k866	2500000.0	US
tt0080491	/m/01k8d3	17500000.0	
tt0079574	/m/01kf3_9	34000000.0	US
tt0066995	/m/01kf4tt	7200000.0	US
tt0058150	/m/01kf5lf	2500000.0	US
tt0120891	/m/01kff7	170000000.0	US
	/m/01kg44		
tt0489049	/m/01kgrx		US
tt0105665	/m/01kjr0	10000000.0	US
tt0091554	/m/01kp4q		
tt0091738	/m/01kp5s	18000000.0	US
tt0044462	/m/01kpfn		US
tt0100935	/m/01kqq7	9500000.0	
tt0058182	/m/01kyvd	560000.0	US
	/m/01kzd_v		
tt0115736	/m/01l25p	4500000.0	US
tt0286499	/m/01l2b3	3500159.0	DE
tt0082348	/m/01l63z	11000000.0	US
tt0080391	/m/01l73s	90000.0	
tt0305357	/m/01l_pn	120000000.0	US
tt0061452	/m/01lbcqx	12000000.0	US
	/m/01ln5z		
tt0101452	/m/01lq3x		US
tt0033467	/m/01lsl	839727.0	US
tt0119345	/m/01lt24	17000000.0	US
tt0049314	/m/01ltpw	2000000.0	US
tt0097289	/m/01lvw_		SE
tt0274166	/m/01lxvt	40000000.0	US
	/m/01ly1t		
tt0092048	/m/01ly7z	1500000.0	JP
tt0168629	/m/01m13b	12800000.0	
tt0112346	/m/01m3wp	62000000.0	US
tt0190332	/m/01mgw	17000000.0	
tt0253867	/m/01mqjj	43000000.0	
tt0044079	/m/01mr29	1200000.0	US
tt0080801	/m/01mrrd	5000000.0	
tt0313911	/m/01mshx	28000000.0	US
	/m/01msrb		
tt0118577	/m/01mszz	10000000.0	US
tt0082694	/m/01mypy	2000000.0	US
tt0162346	/m/01n30p	7000000.0	US
tt0113243	/m/01n4z6	20000000.0	US
tt0058329	/m/01n7qj	2135000.0	US
tt0087985	/m/01n910	17000000.0	US
tt0059243	/m/01nc_h	12000000.0	US
tt0091954	/m/01ndgk	4000000.0	GB
tt0186508	/m/01nkyj		DE
tt0086250	/m/01nln3	25000000.0	US
tt0113189	/m/01npcx	58000000.0	US
tt0051808	/m/01nv95		JP
tt0120094	/m/01p8m2	20000000.0	US
tt0086979	/m/01pbtz	1500000.0	
tt0079945	/m/01pg1t	35000000.0	US
tt0119738	/m/01pgnr	38000000.0	US
tt0129387	/m/01pgp6	23000000.0	US
tt0137494	/m/01pgrh	66000000.0	
tt0175142	/m/01pj_5	19000000.0	
tt0246989	/m/01pjzv	11000000.0	US
tt0125022	/m/01pk75	35000000.0	US
tt0079368	/m/01plcx		
tt0093822	/m/01pnf9	6000000.0	US
	/m/01pptc		
	/m/01pv91		
tt0114681	/m/01pvl7	20000000.0	US
tt0064116	/m/01pvq3	5000000.0	US
tt0327850	/m/01pvs1	85000000.0	US
	/m/01pvxl		
tt0084522	/m/01pwpj	4000000.0	US
tt0120647	/m/01q2nx	75000000.0	US
	/m/01q3w7		
tt0116722	/m/01q3y4	7000000.0	GB
tt0144715	/m/01q40v		US
	/m/01q41m		
tt0108002	/m/01q48n	12000000.0	US
tt0039694	/m/01q65n	4258000.0	
tt0106918	/m/01q7h2	42000000.0	US
tt0397078	/m/01q7vwf	28000000.0	US
tt0118880	/m/01qb559	75000000.0	US
tt0290334	/m/01qb5d	110000000.0	US
tt0084021	/m/01qd2t	13200000.0	US
tt0266987	/m/01qdmh	115000000.0	US
	/m/01qfv3		
tt0120772	/m/01qjx3	15000000.0	US
tt0048028	/m/01qkt1		US
tt0097240	/m/01qncf	2500000.0	US
tt0299930	/m/01qvz8	54000000.0	US
tt0233469	/m/01qx3f	85000000.0	US
tt0094721	/m/01qxc7	15000000.0	US
tt0082158	/m/01qz5	5500000.0	US
tt0111127	/m/01r11f	13000000.0	
tt0104431	/m/01r35n	18000000.0	US
tt0132347	/m/01r6s5	68000000.0	US
tt0108328	/m/01r7nl		CA
tt0120907	/m/01r92q	15000000.0	CA
tt0117765	/m/01r97z	50000000.0	US
tt0278475	/m/01r9kg		
tt0301414	/m/01r9zb		FR
tt0066999	/m/01r_0s	4000000.0	US
tt0182295	/m/01rcz0	13000000.0	US
tt0087089	/m/01rnly	58000000.0	US
tt0290673	/m/01rqgp		FR
tt0104797	/m/01rwyq	34000000.0	US
tt0266697	/m/01rxyb	30000000.0	US
	/m/01ry_x		
tt0339034	/m/01s2xz	12000000.0	US
tt0093278	/m/01s31w	55000000.0	US
tt0099487	/m/01s3vk	20000000.0	US
tt0117550	/m/01s43f		US
tt0119574	/m/01s7gq		GB
tt0067065	/m/01s7vd	2500000.0	US
tt0117998	/m/01s7w3	92000000.0	US
tt0056869	/m/01s9vc	2500000.0	US
	/m/01sbv9		
tt0266308	/m/01sby_	4500000.0	JP
tt0100419	/m/01sc3m	10000000.0	US
tt0113957	/m/01sk1v	22000000.0	US
	/m/01smnw		
tt0300532	/m/01snqb	25000000.0	US
tt0093378	/m/01snrk	6500000.0	US
tt0074256	/m/01sp60		US
tt0110971	/m/01sr58	40000000.0	US
tt0102511	/m/01srq2	16000000.0	CA
tt0251736	/m/01ss20	7000000.0	US
tt0133751	/m/01svry	15000000.0	
tt0293508	/m/01sxdy	70000000.0	US
tt0095159	/m/01sxly	7500000.0	US
tt0016220	/m/01sxpw		US
tt0061578	/m/01sy99	5400000.0	US
tt0044907	/m/01t39x		US
tt0093777	/m/01t7bl	3000000.0	US
tt0106364	/m/01t8m2	6000000.0	US
tt0107034	/m/01t98w	17000000.0	US
tt0099800	/m/01tb8h	2500000.0	US
tt0055630	/m/01tch8		JP
	/m/01tdmp		
	/m/01tfy7		
tt0101615	/m/01tlwb	6000000.0	US
tt0104926	/m/01tpq_		US
tt0069050	/m/01tq_3		US
tt0120347	/m/01v1ln	110000000.0	US
tt0081777	/m/01v2vy	20000000.0	US
tt0299977	/m/01v5rj	31000000.0	US
tt0104952	/m/01v_40	11000000.0	US
tt0101410	/m/01vfqh	9000000.0	US
tt0307987	/m/01vg3r	23000000.0	US
tt0271219	/m/01vg4k	150000.0	US
tt0194218	/m/01vg4x	1000000.0	US
tt0069089	/m/01vg8l	12000.0	US
tt0325980	/m/01vksx	140000000.0	US
tt0332452	/m/01vw8k	175000000.0	US
tt0116650	/m/01w4s2		FR
tt0104815	/m/01w63r	7225.0	US
tt0337909	/m/01w8g3	10000000.0	US
tt0162710	/m/01w_x0	450000.0	US
tt0059245	/m/01wb95	20000000.0	
tt0099052	/m/01wgmz	31000000.0	US
tt0090555	/m/01wzyq	5000000.0	US
	/m/01x5_f		
tt0119448	/m/01x835	4500000.0	NL
tt0120484	/m/01x_hw	23000000.0	US
tt0051380	/m/01xbwj	88000.0	
	/m/01xbxn		
	/m/01xdxy		
tt0109040	/m/01xlh5	15000000.0	US
tt0077631	/m/01xlqd	6000000.0	US
	/m/01xq8v		
tt0087597	/m/01xv3c	15000000.0	US
	/m/01xv4x		
tt0088161	/m/01xvjb	8000000.0	US
tt0050118	/m/01xxfk		US
tt0053472	/m/01xxhh		
tt0088000	/m/01y3vg		US
	/m/01y4gy		
tt0096256	/m/01y8zw	4000000.0	US
tt0160127	/m/01y9jr	92000000.0	US
tt0257044	/m/01y9r2	80000000.0	US
tt0107614	/m/01y_sf	25000000.0	US
tt0094336	/m/01ydpv		
	/m/01ydq5		
tt0113409	/m/01yfqz	8000000.0	US
tt0117802	/m/01ylt7	200000.0	US
	/m/01yq27		
tt0111686	/m/01yvmf	8000000.0	US
tt0083791	/m/01yz89	15000000.0	US
tt0163988	/m/01yzjg	32000000.0	US
	/m/01yzvd		
	/m/01z0n6		
tt0062365	/m/01z0nvn		US
tt0103786	/m/01z0p2		US
